date,region,concentracion_ref,concentracion_comb,concentracion_comuna,concentracion_rebote,emision_ref,emision_comb,emision_comuna,emision_rebote,número de habitantes
2015-08-09,Región de Valparaíso,5.128267729010085,4.570286413548886,4.617274232994297,4.585969796946826,4.925585082504249,1.0003923701662163,1.0136914255501175,1.0013261346722244,1815902
2015-08-03,Región de Los Lagos,20.268337028447306,14.869007098530648,16.701437753487127,17.715419156221763,75.43080743602478,10.616821043681401,35.320710308503365,38.699804441810755,828708
2015-08-25,Región del Maule,5.41957141685003,5.106861710676234,5.635895312217242,5.1955503968869055,13.064961991914453,4.624316346313646,9.427016373198407,5.237695987078014,1044950
2015-07-12,Región del Maule,8.143535904171848,5.920870709486594,6.983962399267467,6.131638341259529,12.819675792074102,4.532860620754453,9.247354935026928,5.134859379560761,1044950
2015-05-18,Región de Valparaíso,4.626483510528393,3.6625145924550506,3.8869237145857105,3.721303026897379,5.019498990103088,1.0239748206896422,1.037555640149937,1.0249287315707203,1815902
2015-08-13,Región de Valparaíso,4.556687740590609,4.061423660956604,4.223372128096973,4.097334852763427,4.879120077987392,0.9947344027322333,1.0079692951986075,0.9956639863192123,1815902
2015-06-28,Región del Libertador Bernardo O'Higgins,7.257871698256851,5.32396664482644,6.237836717075472,5.540508462366055,6.114076639927948,3.734732712536856,4.421605662397154,3.882183492102382,914555
2015-07-24,Región de Ñuble,15.356063631881888,9.928258575972396,12.154412311442918,10.00507126891092,27.31543424853893,15.001608255468554,19.065687316655886,15.035927430193595,480609
2015-08-22,Región de Valparaíso,4.494814234754188,3.9221925471370804,3.999613307570447,3.9384691935121254,5.043079572915263,1.023335332353638,1.03695529449944,1.0242915611898071,1815902
2015-07-19,Región de Los Lagos,18.768699835899515,12.798593172366104,14.740947533178957,15.628413416301548,73.76199499195431,10.366504962721256,34.5543388227793,37.85690841413559,828708
2015-08-30,Región del Libertador Bernardo O'Higgins,6.199760684971452,5.107794419864422,5.806314993754778,5.237875767075727,5.916848364653988,3.614251620071782,4.278960413595819,3.7569452451507783,914555
2015-07-15,Región de Los Ríos,16.93443006715407,10.079358983193611,14.039188428325533,13.936478932508432,41.223048656876806,12.228824099833963,22.66930361697679,26.09430234499729,384837
2015-07-28,Región del Maule,7.215944188788561,5.261482481823063,6.655485692937357,5.459295958998802,13.064961947355311,4.6242370376021436,9.426844224511287,5.237605413291596,1044950
2015-06-03,Región del Bío-Bío,17.98102905726109,14.247611550173213,17.146993124666412,14.768522763121041,36.61413633452642,18.402509526787842,25.9969438910706,18.932853422247682,1556805
2015-05-13,Región de La Araucanía,15.6910989416487,10.122936653346759,15.239506002116036,11.8958757660728,73.28899010861592,31.450316799322916,63.222190054022995,43.30221427657722,957224
